EID_100001, Dupont, Bernadette, (024) 777 794 551, bernadette.dupont@heig-vd.ch, FEMALE, COMEM, Assistant
EID_105401, Jones, Didier, (024) 777 209 675, didier.jones@heig-vd.ch, MALE, EC, Assistant
EID_105402, Dupond, Amélie, (024) 777 714 675, amelie.dupond@heig-vd.ch, FEMALE, COMEM, Administratif
EID_105403, De Decker, Cédric, (024) 777 569 792, cedric.dedecker@heig-vd.ch, MALE, DEPG, Professeur
EID_105404, De Decker, Danièle, (024) 777 570 169, daniele.dedecker@heig-vd.ch, FEMALE, TIN, Assistant
EID_105405, De Decker, Amélie, (024) 777 866 895, amelie.dedecker@heig-vd.ch, FEMALE, TIC, Professeur
EID_105406, Belmondo, Lucien, (024) 777 318 460, lucien.belmondo@heig-vd.ch, MALE, COMEM, Etudiant
EID_105407, Belmondo, Dylan, (024) 777 809 650, dylan.belmondo@heig-vd.ch, MALE, COMEM, Assistant
EID_105408, Smith, Cédric, (024) 777 818 239, cedric.smith@heig-vd.ch, MALE, HEG, Etudiant
EID_105409, Clément, Gilles, (024) 777 299 256, gilles.clement@heig-vd.ch, MALE, COMEM, Assistant
EID_105410, Dupont, Brigitte, (024) 777 862 690, brigitte.dupont@heig-vd.ch, FEMALE, COMEM, Administratif
EID_105411, Delon, Anne, (024) 777 532 735, anne.delon@heig-vd.ch, FEMALE, TIN, Assistant
EID_105412, Delon, Bryan, (024) 777 772 327, bryan.delon@heig-vd.ch, MALE, TIC, Professeur
EID_105413, Belmondo, Aurore, (024) 777 124 280, aurore.belmondo@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_105414, Delon, Carole, (024) 777 159 545, carole.delon@heig-vd.ch, FEMALE, TIC, Administratif
EID_105415, Marchand, Bryan, (024) 777 313 321, bryan.marchand@heig-vd.ch, MALE, TIN, Administratif
EID_105416, De Villiers, Luc, (024) 777 442 450, luc.devilliers@heig-vd.ch, MALE, EC, Etudiant
EID_105417, Dupont, Fabien, (024) 777 563 594, fabien.dupont@heig-vd.ch, MALE, EC, Professeur
EID_105418, De Decker, Gilles, (024) 777 415 803, gilles.dedecker@heig-vd.ch, MALE, EC, Professeur
EID_105419, Durant, Emil, (024) 777 497 635, emil.durant@heig-vd.ch, MALE, EC, Professeur
EID_105420, Delon, Luc, (024) 777 559 780, luc.delon@heig-vd.ch, MALE, COMEM, Etudiant
EID_105421, Jones, Emilie, (024) 777 763 803, emilie.jones@heig-vd.ch, FEMALE, HEG, Assistant
EID_105422, Smith, Brigitte, (024) 777 260 528, brigitte.smith@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_105423, Belmondo, Jimmy, (024) 777 667 207, jimmy.belmondo@heig-vd.ch, MALE, TIN, Etudiant
EID_105424, Dupont, Irène, (024) 777 480 799, irene.dupont@heig-vd.ch, FEMALE, EC, Administratif
EID_105425, Delon, Amélie, (024) 777 769 723, amelie.delon@heig-vd.ch, FEMALE, HEG, Etudiant
EID_105426, De Decker, Aurore, (024) 777 852 718, aurore.dedecker@heig-vd.ch, FEMALE, HEG, Assistant
EID_105427, Clément, Luc, (024) 777 800 546, luc.clement@heig-vd.ch, MALE, DEPG, Etudiant
EID_105428, Dupont, Georgette, (024) 777 518 438, georgette.dupont@heig-vd.ch, FEMALE, TIN, Etudiant
EID_105429, Simpson, Aurore, (024) 777 717 587, aurore.simpson@heig-vd.ch, FEMALE, COMEM, Assistant
EID_105430, Simpson, Fabrice, (024) 777 319 870, fabrice.simpson@heig-vd.ch, MALE, TIC, Administratif
EID_105431, Durant, Henriette, (024) 777 879 185, henriette.durant@heig-vd.ch, FEMALE, COMEM, Assistant
EID_105432, Durant, Emilie, (024) 777 335 639, emilie.durant@heig-vd.ch, FEMALE, TIC, Professeur
EID_105433, Dupond, Amélie, (024) 777 300 418, amelie.dupond@heig-vd.ch, FEMALE, DEPG, Professeur
EID_105434, Dupont, Anne, (024) 777 721 549, anne.dupont@heig-vd.ch, FEMALE, TIC, Etudiant
EID_105435, Simpson, Jimmy, (024) 777 329 157, jimmy.simpson@heig-vd.ch, MALE, DEPG, Professeur
EID_105436, Clément, Georgette, (024) 777 209 894, georgette.clement@heig-vd.ch, FEMALE, EC, Administratif
EID_105437, Bauer, Bryan, (024) 777 318 739, bryan.bauer@heig-vd.ch, MALE, DEPG, Etudiant
EID_105438, Clément, Fabrice, (024) 777 341 277, fabrice.clement@heig-vd.ch, MALE, HEG, Professeur
EID_105439, Delon, Christine, (024) 777 545 396, christine.delon@heig-vd.ch, FEMALE, HEG, Professeur
EID_105440, Jones, Bryan, (024) 777 637 657, bryan.jones@heig-vd.ch, MALE, DEPG, Professeur
EID_105441, De Decker, Carole, (024) 777 567 118, carole.dedecker@heig-vd.ch, FEMALE, EC, Administratif
EID_105442, Delon, Aurore, (024) 777 174 726, aurore.delon@heig-vd.ch, FEMALE, COMEM, Professeur
EID_105443, Durant, Georgette, (024) 777 166 895, georgette.durant@heig-vd.ch, FEMALE, HEG, Administratif
EID_105444, Bauer, Julie, (024) 777 226 519, julie.bauer@heig-vd.ch, FEMALE, TIC, Etudiant
EID_105445, De Decker, Carine, (024) 777 819 584, carine.dedecker@heig-vd.ch, FEMALE, TIN, Assistant
EID_105446, Jones, Carine, (024) 777 238 770, carine.jones@heig-vd.ch, FEMALE, TIN, Assistant
EID_105447, De Villiers, Edgar, (024) 777 371 858, edgar.devilliers@heig-vd.ch, MALE, DEPG, Professeur
EID_105448, Durant, Dorothé, (024) 777 237 578, dorothe.durant@heig-vd.ch, FEMALE, EC, Professeur
EID_105449, Simpson, Dylan, (024) 777 241 207, dylan.simpson@heig-vd.ch, MALE, COMEM, Professeur
EID_105450, Smith, Guillaume, (024) 777 380 580, guillaume.smith@heig-vd.ch, MALE, COMEM, Professeur
EID_105451, Smith, Emil, (024) 777 832 746, emil.smith@heig-vd.ch, MALE, TIN, Administratif
EID_105452, Jones, Fabienne, (024) 777 419 169, fabienne.jones@heig-vd.ch, FEMALE, DEPG, Assistant
EID_105453, Bauer, Fabien, (024) 777 853 248, fabien.bauer@heig-vd.ch, MALE, COMEM, Administratif
EID_105454, Smith, Gontran, (024) 777 322 856, gontran.smith@heig-vd.ch, MALE, HEG, Etudiant
EID_105455, De Villiers, Cédric, (024) 777 313 110, cedric.devilliers@heig-vd.ch, MALE, TIN, Professeur
EID_105456, Durant, Henriette, (024) 777 482 798, henriette.durant@heig-vd.ch, FEMALE, EC, Administratif
EID_105457, Durant, Evelyne, (024) 777 572 675, evelyne.durant@heig-vd.ch, FEMALE, EC, Administratif
EID_105458, De Villiers, Dylan, (024) 777 501 684, dylan.devilliers@heig-vd.ch, MALE, TIC, Professeur
EID_105459, Clément, Dorothé, (024) 777 227 272, dorothe.clement@heig-vd.ch, FEMALE, EC, Administratif
EID_105460, Smith, Georgette, (024) 777 803 214, georgette.smith@heig-vd.ch, FEMALE, DEPG, Administratif
EID_105461, Dupont, Anne, (024) 777 576 108, anne.dupont@heig-vd.ch, FEMALE, COMEM, Professeur
EID_105462, Durant, Brigitte, (024) 777 286 749, brigitte.durant@heig-vd.ch, FEMALE, EC, Administratif
EID_105463, Dupont, Emilie, (024) 777 554 681, emilie.dupont@heig-vd.ch, FEMALE, HEG, Assistant
EID_105464, Dupont, Irène, (024) 777 638 183, irene.dupont@heig-vd.ch, FEMALE, EC, Etudiant
EID_105465, Bauer, Emil, (024) 777 647 801, emil.bauer@heig-vd.ch, MALE, DEPG, Assistant
EID_105466, Durant, Didier, (024) 777 711 597, didier.durant@heig-vd.ch, MALE, HEG, Assistant
EID_105467, Bauer, Fabrice, (024) 777 398 116, fabrice.bauer@heig-vd.ch, MALE, EC, Administratif
EID_105468, De Decker, Anne, (024) 777 684 790, anne.dedecker@heig-vd.ch, FEMALE, EC, Assistant
EID_105469, Durant, Aurore, (024) 777 258 470, aurore.durant@heig-vd.ch, FEMALE, HEG, Administratif
EID_105470, Bauer, Emil, (024) 777 834 607, emil.bauer@heig-vd.ch, MALE, TIN, Professeur
EID_105471, Smith, Julie, (024) 777 326 555, julie.smith@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_105472, Dupont, Cédric, (024) 777 464 813, cedric.dupont@heig-vd.ch, MALE, HEG, Assistant
EID_105473, Dupont, Marc, (024) 777 256 299, marc.dupont@heig-vd.ch, MALE, TIN, Assistant
EID_105474, Smith, Anne, (024) 777 745 680, anne.smith@heig-vd.ch, FEMALE, TIC, Professeur
EID_105475, Belmondo, Luc, (024) 777 215 889, luc.belmondo@heig-vd.ch, MALE, HEG, Administratif
EID_105476, Simpson, Christine, (024) 777 549 600, christine.simpson@heig-vd.ch, FEMALE, HEG, Assistant
EID_105477, Simpson, Evelyne, (024) 777 278 184, evelyne.simpson@heig-vd.ch, FEMALE, TIC, Administratif
EID_105478, Dupont, Fabien, (024) 777 370 140, fabien.dupont@heig-vd.ch, MALE, TIN, Assistant
EID_105479, Dupont, Bernard, (024) 777 181 432, bernard.dupont@heig-vd.ch, MALE, TIN, Etudiant
EID_105480, Simpson, Brigitte, (024) 777 593 303, brigitte.simpson@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_105481, Bauer, Frédéric, (024) 777 211 346, frederic.bauer@heig-vd.ch, MALE, COMEM, Etudiant
EID_105482, Bauer, Bryan, (024) 777 466 840, bryan.bauer@heig-vd.ch, MALE, DEPG, Etudiant
EID_105483, Jones, Dorothé, (024) 777 890 489, dorothe.jones@heig-vd.ch, FEMALE, EC, Administratif
EID_105484, Simpson, Fabrice, (024) 777 247 156, fabrice.simpson@heig-vd.ch, MALE, HEG, Administratif
EID_105485, Delon, Jimmy, (024) 777 897 348, jimmy.delon@heig-vd.ch, MALE, DEPG, Administratif
EID_105486, Jones, Henri, (024) 777 109 147, henri.jones@heig-vd.ch, MALE, DEPG, Administratif
EID_105487, Simpson, Emil, (024) 777 731 753, emil.simpson@heig-vd.ch, MALE, COMEM, Professeur
EID_105488, Belmondo, Luc, (024) 777 347 498, luc.belmondo@heig-vd.ch, MALE, EC, Assistant
EID_105489, Dupont, Charles, (024) 777 596 737, charles.dupont@heig-vd.ch, MALE, TIN, Etudiant
EID_105490, Durant, Henri, (024) 777 324 453, henri.durant@heig-vd.ch, MALE, HEG, Etudiant
EID_105491, Simpson, Guillaume, (024) 777 237 184, guillaume.simpson@heig-vd.ch, MALE, EC, Etudiant
EID_105492, Durant, Frédéric, (024) 777 791 376, frederic.durant@heig-vd.ch, MALE, DEPG, Professeur
EID_105493, Bauer, Luc, (024) 777 340 222, luc.bauer@heig-vd.ch, MALE, TIC, Etudiant
EID_105494, Jones, Danièle, (024) 777 812 354, daniele.jones@heig-vd.ch, FEMALE, HEG, Etudiant
EID_105495, Durant, Gontran, (024) 777 649 288, gontran.durant@heig-vd.ch, MALE, TIN, Administratif
EID_105496, Delon, Julie, (024) 777 815 758, julie.delon@heig-vd.ch, FEMALE, HEG, Assistant
EID_105497, Delon, Fabienne, (024) 777 788 800, fabienne.delon@heig-vd.ch, FEMALE, DEPG, Assistant
EID_105498, Jones, Dylan, (024) 777 604 743, dylan.jones@heig-vd.ch, MALE, EC, Assistant
EID_105499, Dupond, Fabienne, (024) 777 575 502, fabienne.dupond@heig-vd.ch, FEMALE, COMEM, Professeur
EID_105500, Clément, Aurore, (024) 777 527 459, aurore.clement@heig-vd.ch, FEMALE, TIC, Administratif
EID_105501, Belmondo, Gontran, (024) 777 373 704, gontran.belmondo@heig-vd.ch, MALE, DEPG, Etudiant
EID_105502, Simpson, Henriette, (024) 777 117 889, henriette.simpson@heig-vd.ch, FEMALE, COMEM, Administratif
EID_105503, Marchand, Didier, (024) 777 163 262, didier.marchand@heig-vd.ch, MALE, HEG, Etudiant
EID_105504, Belmondo, Aurore, (024) 777 438 238, aurore.belmondo@heig-vd.ch, FEMALE, TIC, Professeur
EID_105505, Jones, Luc, (024) 777 525 705, luc.jones@heig-vd.ch, MALE, TIC, Professeur
EID_105506, Simpson, Gontran, (024) 777 141 658, gontran.simpson@heig-vd.ch, MALE, EC, Etudiant
EID_105507, Clément, Dylan, (024) 777 206 233, dylan.clement@heig-vd.ch, MALE, TIC, Professeur
EID_105508, De Decker, Luc, (024) 777 592 726, luc.dedecker@heig-vd.ch, MALE, TIC, Administratif
EID_105509, Clément, Fabien, (024) 777 726 478, fabien.clement@heig-vd.ch, MALE, COMEM, Assistant
EID_105510, Smith, Carole, (024) 777 453 578, carole.smith@heig-vd.ch, FEMALE, EC, Professeur
EID_105511, Delon, Henri, (024) 777 432 605, henri.delon@heig-vd.ch, MALE, TIN, Etudiant
EID_105512, Marchand, Bernard, (024) 777 134 174, bernard.marchand@heig-vd.ch, MALE, DEPG, Administratif
EID_105513, Dupond, Henriette, (024) 777 669 795, henriette.dupond@heig-vd.ch, FEMALE, DEPG, Administratif
EID_105514, Dupond, Emilie, (024) 777 180 717, emilie.dupond@heig-vd.ch, FEMALE, HEG, Etudiant
EID_105515, De Villiers, Danièle, (024) 777 149 829, daniele.devilliers@heig-vd.ch, FEMALE, DEPG, Assistant
EID_105516, Jones, Carole, (024) 777 406 350, carole.jones@heig-vd.ch, FEMALE, DEPG, Professeur
EID_105517, Marchand, Carine, (024) 777 714 591, carine.marchand@heig-vd.ch, FEMALE, HEG, Administratif
EID_105518, Jones, Anne, (024) 777 127 606, anne.jones@heig-vd.ch, FEMALE, HEG, Etudiant
EID_105519, Smith, Jimmy, (024) 777 627 716, jimmy.smith@heig-vd.ch, MALE, EC, Assistant
EID_105520, Dupond, Christine, (024) 777 784 586, christine.dupond@heig-vd.ch, FEMALE, TIC, Administratif
EID_105521, De Villiers, Danièle, (024) 777 128 788, daniele.devilliers@heig-vd.ch, FEMALE, TIN, Professeur
EID_105522, De Decker, Aurore, (024) 777 884 678, aurore.dedecker@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_105523, Durant, Carine, (024) 777 462 272, carine.durant@heig-vd.ch, FEMALE, HEG, Assistant
EID_105524, Belmondo, Evelyne, (024) 777 123 886, evelyne.belmondo@heig-vd.ch, FEMALE, TIC, Administratif
EID_105525, Bauer, Christine, (024) 777 222 581, christine.bauer@heig-vd.ch, FEMALE, DEPG, Administratif
EID_105526, De Villiers, Danièle, (024) 777 363 705, daniele.devilliers@heig-vd.ch, FEMALE, TIC, Professeur
EID_105527, Dupont, Fabrice, (024) 777 317 514, fabrice.dupont@heig-vd.ch, MALE, COMEM, Professeur
EID_105528, Dupont, Aurore, (024) 777 132 406, aurore.dupont@heig-vd.ch, FEMALE, DEPG, Professeur
EID_105529, Clément, Albert, (024) 777 795 868, albert.clement@heig-vd.ch, MALE, HEG, Professeur
EID_105530, Jones, Albert, (024) 777 552 288, albert.jones@heig-vd.ch, MALE, COMEM, Etudiant
EID_105531, Marchand, Guillaume, (024) 777 652 714, guillaume.marchand@heig-vd.ch, MALE, EC, Administratif
EID_105532, Marchand, Didier, (024) 777 785 296, didier.marchand@heig-vd.ch, MALE, TIC, Etudiant
EID_105533, Dupont, Evelyne, (024) 777 418 695, evelyne.dupont@heig-vd.ch, FEMALE, TIN, Etudiant
EID_105534, Marchand, Christine, (024) 777 478 835, christine.marchand@heig-vd.ch, FEMALE, DEPG, Administratif
EID_105535, De Decker, Jimmy, (024) 777 575 175, jimmy.dedecker@heig-vd.ch, MALE, TIN, Assistant
EID_105536, Dupond, Bernadette, (024) 777 324 634, bernadette.dupond@heig-vd.ch, FEMALE, TIC, Professeur
EID_105537, De Villiers, Dorothé, (024) 777 571 506, dorothe.devilliers@heig-vd.ch, FEMALE, HEG, Assistant
EID_105538, Smith, Gontran, (024) 777 645 579, gontran.smith@heig-vd.ch, MALE, TIN, Etudiant
EID_105539, De Villiers, Fabienne, (024) 777 480 748, fabienne.devilliers@heig-vd.ch, FEMALE, TIN, Etudiant
EID_105540, De Villiers, Frédéric, (024) 777 301 798, frederic.devilliers@heig-vd.ch, MALE, COMEM, Administratif
EID_105541, De Villiers, Henri, (024) 777 737 125, henri.devilliers@heig-vd.ch, MALE, DEPG, Professeur
EID_105542, Belmondo, Didier, (024) 777 777 709, didier.belmondo@heig-vd.ch, MALE, HEG, Assistant
EID_105543, Clément, Bernard, (024) 777 619 326, bernard.clement@heig-vd.ch, MALE, TIC, Professeur
EID_105544, Durant, Fabienne, (024) 777 721 749, fabienne.durant@heig-vd.ch, FEMALE, TIN, Administratif
EID_105545, De Decker, Bernadette, (024) 777 313 657, bernadette.dedecker@heig-vd.ch, FEMALE, EC, Assistant
EID_105546, Marchand, Faustine, (024) 777 704 164, faustine.marchand@heig-vd.ch, FEMALE, COMEM, Administratif
EID_105547, Dupont, Emilie, (024) 777 876 224, emilie.dupont@heig-vd.ch, FEMALE, HEG, Assistant
EID_105548, Dupont, Anne, (024) 777 403 430, anne.dupont@heig-vd.ch, FEMALE, EC, Assistant
EID_105549, De Decker, Fabien, (024) 777 122 612, fabien.dedecker@heig-vd.ch, MALE, COMEM, Professeur
EID_105550, Marchand, Bernadette, (024) 777 164 122, bernadette.marchand@heig-vd.ch, FEMALE, EC, Administratif
EID_105551, De Decker, Carole, (024) 777 574 692, carole.dedecker@heig-vd.ch, FEMALE, TIN, Etudiant
EID_105552, Simpson, Brigitte, (024) 777 420 365, brigitte.simpson@heig-vd.ch, FEMALE, TIC, Administratif
EID_105553, Simpson, Julie, (024) 777 385 740, julie.simpson@heig-vd.ch, FEMALE, TIC, Professeur
EID_105554, Dupond, Lucien, (024) 777 240 397, lucien.dupond@heig-vd.ch, MALE, COMEM, Etudiant
EID_105555, Delon, Emil, (024) 777 872 871, emil.delon@heig-vd.ch, MALE, EC, Administratif
EID_105556, Durant, Danièle, (024) 777 693 852, daniele.durant@heig-vd.ch, FEMALE, COMEM, Administratif
EID_105557, De Villiers, Carole, (024) 777 250 128, carole.devilliers@heig-vd.ch, FEMALE, HEG, Etudiant
EID_105558, Clément, Julien, (024) 777 434 857, julien.clement@heig-vd.ch, MALE, EC, Assistant
EID_105559, Bauer, Bryan, (024) 777 400 166, bryan.bauer@heig-vd.ch, MALE, DEPG, Assistant
EID_105560, Marchand, Aurore, (024) 777 714 746, aurore.marchand@heig-vd.ch, FEMALE, HEG, Professeur
EID_105561, Dupond, Henriette, (024) 777 267 466, henriette.dupond@heig-vd.ch, FEMALE, HEG, Assistant
EID_105562, Marchand, Gontran, (024) 777 881 650, gontran.marchand@heig-vd.ch, MALE, EC, Administratif
EID_105563, Marchand, Albert, (024) 777 260 617, albert.marchand@heig-vd.ch, MALE, TIC, Assistant
EID_105564, Marchand, Marc, (024) 777 128 889, marc.marchand@heig-vd.ch, MALE, EC, Assistant
EID_105565, Dupond, Fabien, (024) 777 728 794, fabien.dupond@heig-vd.ch, MALE, COMEM, Etudiant
EID_105566, Delon, Bernadette, (024) 777 643 703, bernadette.delon@heig-vd.ch, FEMALE, TIC, Etudiant
EID_105567, Belmondo, Frédéric, (024) 777 361 701, frederic.belmondo@heig-vd.ch, MALE, HEG, Professeur
EID_105568, Smith, Carole, (024) 777 343 207, carole.smith@heig-vd.ch, FEMALE, EC, Administratif
EID_105569, Simpson, Brigitte, (024) 777 470 727, brigitte.simpson@heig-vd.ch, FEMALE, COMEM, Assistant
EID_105570, Durant, Dorothé, (024) 777 663 374, dorothe.durant@heig-vd.ch, FEMALE, TIC, Assistant
EID_105571, Simpson, Christine, (024) 777 284 497, christine.simpson@heig-vd.ch, FEMALE, HEG, Etudiant
EID_105572, Jones, Edgar, (024) 777 882 721, edgar.jones@heig-vd.ch, MALE, TIC, Professeur
EID_105573, Simpson, Frédéric, (024) 777 402 154, frederic.simpson@heig-vd.ch, MALE, EC, Professeur
EID_105574, Dupond, Carole, (024) 777 344 768, carole.dupond@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_105575, Delon, Faustine, (024) 777 668 804, faustine.delon@heig-vd.ch, FEMALE, TIC, Professeur
EID_105576, Jones, Emil, (024) 777 538 778, emil.jones@heig-vd.ch, MALE, COMEM, Assistant
EID_105577, Simpson, Luc, (024) 777 637 390, luc.simpson@heig-vd.ch, MALE, TIN, Administratif
EID_105578, Smith, Bernadette, (024) 777 544 798, bernadette.smith@heig-vd.ch, FEMALE, TIN, Etudiant
EID_105579, Dupont, Anne, (024) 777 480 823, anne.dupont@heig-vd.ch, FEMALE, TIC, Etudiant
EID_105580, Durant, Jimmy, (024) 777 101 243, jimmy.durant@heig-vd.ch, MALE, TIN, Assistant
EID_105581, Jones, Brigitte, (024) 777 754 747, brigitte.jones@heig-vd.ch, FEMALE, EC, Etudiant
EID_105582, Dupond, Georgette, (024) 777 254 234, georgette.dupond@heig-vd.ch, FEMALE, TIC, Assistant
EID_105583, Smith, Edgar, (024) 777 492 609, edgar.smith@heig-vd.ch, MALE, TIN, Etudiant
EID_105584, Belmondo, Gilles, (024) 777 331 574, gilles.belmondo@heig-vd.ch, MALE, EC, Assistant
EID_105585, Simpson, Irène, (024) 777 661 423, irene.simpson@heig-vd.ch, FEMALE, DEPG, Professeur
EID_105586, Dupond, Bernard, (024) 777 240 129, bernard.dupond@heig-vd.ch, MALE, HEG, Professeur
EID_105587, Clément, Albert, (024) 777 372 311, albert.clement@heig-vd.ch, MALE, HEG, Administratif
EID_105588, Marchand, Amélie, (024) 777 105 885, amelie.marchand@heig-vd.ch, FEMALE, DEPG, Administratif
EID_105589, De Villiers, Danièle, (024) 777 322 304, daniele.devilliers@heig-vd.ch, FEMALE, DEPG, Professeur
EID_105590, Smith, Carole, (024) 777 365 109, carole.smith@heig-vd.ch, FEMALE, EC, Assistant
EID_105591, Bauer, Carine, (024) 777 767 721, carine.bauer@heig-vd.ch, FEMALE, HEG, Etudiant
EID_105592, Marchand, Gilles, (024) 777 327 852, gilles.marchand@heig-vd.ch, MALE, DEPG, Assistant
EID_105593, Clément, Carine, (024) 777 715 605, carine.clement@heig-vd.ch, FEMALE, EC, Assistant
EID_105594, Marchand, Henriette, (024) 777 639 304, henriette.marchand@heig-vd.ch, FEMALE, TIN, Etudiant
EID_105595, Simpson, Aurore, (024) 777 526 841, aurore.simpson@heig-vd.ch, FEMALE, DEPG, Professeur
EID_105596, Simpson, Henri, (024) 777 560 419, henri.simpson@heig-vd.ch, MALE, COMEM, Administratif
EID_105597, Marchand, Dylan, (024) 777 537 311, dylan.marchand@heig-vd.ch, MALE, DEPG, Professeur
EID_105598, Durant, Bryan, (024) 777 451 154, bryan.durant@heig-vd.ch, MALE, DEPG, Assistant
EID_105599, Durant, Edgar, (024) 777 179 417, edgar.durant@heig-vd.ch, MALE, EC, Professeur
EID_105600, Delon, Georgette, (024) 777 608 191, georgette.delon@heig-vd.ch, FEMALE, TIC, Administratif
EID_105601, Simpson, Dorothé, (024) 777 217 626, dorothe.simpson@heig-vd.ch, FEMALE, TIC, Professeur
EID_105602, Smith, Marc, (024) 777 712 371, marc.smith@heig-vd.ch, MALE, TIC, Assistant
EID_105603, Marchand, Amélie, (024) 777 883 738, amelie.marchand@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_105604, Belmondo, Fabien, (024) 777 354 849, fabien.belmondo@heig-vd.ch, MALE, COMEM, Administratif
EID_105605, Bauer, Henri, (024) 777 296 470, henri.bauer@heig-vd.ch, MALE, DEPG, Assistant
EID_105606, Bauer, Didier, (024) 777 192 525, didier.bauer@heig-vd.ch, MALE, TIN, Professeur
EID_105607, De Decker, Bryan, (024) 777 365 177, bryan.dedecker@heig-vd.ch, MALE, COMEM, Professeur
EID_105608, Dupond, Faustine, (024) 777 175 376, faustine.dupond@heig-vd.ch, FEMALE, EC, Assistant
EID_105609, De Decker, Jimmy, (024) 777 820 836, jimmy.dedecker@heig-vd.ch, MALE, COMEM, Etudiant
EID_105610, Clément, Gilles, (024) 777 178 537, gilles.clement@heig-vd.ch, MALE, TIN, Assistant
EID_105611, Dupond, Julie, (024) 777 870 457, julie.dupond@heig-vd.ch, FEMALE, TIN, Etudiant
EID_105612, De Decker, Guillaume, (024) 777 321 107, guillaume.dedecker@heig-vd.ch, MALE, TIC, Professeur
